meter_id,timestamp,current_consumption_kw,daily_import_kwh,daily_export_kwh,voltage_rms_v,power_factor,grid_connection_status
20023,2025-09-12T17:00:00,1.27,12.34,0.0,228.9,0.88,Connected
20024,2025-09-12T17:00:00,1.11,12.53,0.0,236.7,0.92,Connected
20025,2025-09-12T17:00:00,1.01,5.52,5.0,225.9,0.99,Connected
20026,2025-09-12T17:00:00,1.07,12.34,0.0,231.1,0.92,Connected
20027,2025-09-12T17:00:00,1.18,5.7,4.6,228.3,0.89,Connected
20028,2025-09-12T17:00:00,1.07,12.83,0.0,231.7,0.97,Connected
30029,2025-09-12T17:00:00,2.33,10.06,16.28,230.2,0.95,Connected
30030,2025-09-12T17:00:00,2.1,25.48,0.0,225.1,0.96,Connected
30031,2025-09-12T17:00:00,2.39,26.37,0.0,233.2,0.89,Connected
30032,2025-09-12T17:00:00,2.42,25.07,0.0,231.1,0.94,Connected
30033,2025-09-12T17:00:00,2.34,25.26,0.0,226.8,0.96,Connected
30034,2025-09-12T17:00:00,2.52,25.74,0.0,228.3,0.87,Connected
30035,2025-09-12T17:00:00,2.59,9.84,16.29,233.8,0.85,Connected
30036,2025-09-12T17:00:00,2.35,25.59,0.0,227.1,0.95,Connected
30037,2025-09-12T17:00:00,2.39,25.74,0.0,225.5,0.87,Connected
30038,2025-09-12T17:00:00,2.17,25.06,0.0,234.2,1.0,Connected
30039,2025-09-12T17:00:00,2.5,24.56,0.0,230.1,0.94,Connected
30040,2025-09-12T17:00:00,2.35,24.35,0.0,235.1,0.89,Connected
30041,2025-09-12T17:00:00,2.44,9.99,16.67,229.6,0.99,Connected
30042,2025-09-12T17:00:00,2.38,25.37,0.0,225.8,0.9,Connected
40043,2025-09-12T17:00:00,1.03,12.75,0.0,230.9,1.0,Connected
40044,2025-09-12T17:00:00,1.14,5.35,4.83,227.7,0.94,Connected
40045,2025-09-12T17:00:00,1.29,5.63,4.82,228.1,0.87,Connected
40046,2025-09-12T17:00:00,1.28,5.9,5.01,231.3,0.88,Connected
40047,2025-09-12T17:00:00,1.01,12.05,0.0,224.3,0.96,Connected
40048,2025-09-12T17:00:00,1.06,5.53,4.88,228.6,0.95,Connected
40049,2025-09-12T17:00:00,1.01,5.82,5.06,230.5,0.94,Connected
40050,2025-09-12T17:00:00,1.05,12.77,0.0,232.3,0.85,Connected
40051,2025-09-12T17:00:00,1.25,5.71,4.82,228.5,0.88,Connected
40052,2025-09-12T17:00:00,1.14,12.53,0.0,235.6,0.9,Connected
40053,2025-09-12T17:00:00,0.99,12.38,0.0,233.2,0.9,Connected
40054,2025-09-12T17:00:00,1.16,12.48,0.0,228.7,0.85,Connected
40055,2025-09-12T17:00:00,1.13,5.56,4.82,229.3,0.96,Connected
40056,2025-09-12T17:00:00,1.19,12.07,0.0,229.9,0.88,Connected
40057,2025-09-12T17:00:00,1.33,12.95,0.0,227.5,1.0,Connected
40058,2025-09-12T17:00:00,1.21,12.86,0.0,229.2,0.89,Connected
40059,2025-09-12T17:00:00,1.12,5.75,4.67,233.2,0.92,Connected
10000,2025-09-12T18:00:00,7.12,57.03,0.0,235.7,0.89,Connected
10001,2025-09-12T18:00:00,5.56,55.17,0.0,233.4,0.9,Connected
10002,2025-09-12T18:00:00,6.18,53.96,0.0,227.2,0.88,Connected
10003,2025-09-12T18:00:00,7.35,56.74,0.0,235.0,0.98,Connected
10004,2025-09-12T18:00:00,6.99,55.48,0.0,231.5,0.94,Connected
10005,2025-09-12T18:00:00,6.79,57.63,0.0,224.0,0.94,Connected
10006,2025-09-12T18:00:00,6.97,26.01,30.47,231.4,0.94,Connected
10007,2025-09-12T18:00:00,7.4,56.73,0.0,233.1,0.98,Connected
10008,2025-09-12T18:00:00,6.3,25.9,30.02,226.2,0.86,Connected
10009,2025-09-12T18:00:00,7.28,55.5,0.0,229.4,0.91,Connected
10010,2025-09-12T18:00:00,7.21,27.73,28.56,222.2,1.0,Connected
10011,2025-09-12T18:00:00,6.63,57.72,0.0,229.3,0.99,Connected
20012,2025-09-12T18:00:00,1.57,13.88,0.0,234.2,0.93,Connected
20013,2025-09-12T18:00:00,1.68,14.24,0.0,235.9,0.98,Connected
20014,2025-09-12T18:00:00,1.66,14.18,0.0,227.0,1.0,Connected
20015,2025-09-12T18:00:00,1.63,14.63,0.0,231.0,0.86,Connected
20016,2025-09-12T18:00:00,1.41,14.39,0.0,227.6,0.91,Connected
20017,2025-09-12T18:00:00,1.5,14.02,0.0,230.4,0.92,Connected
20018,2025-09-12T18:00:00,1.51,7.11,4.99,229.7,0.98,Connected
20019,2025-09-12T18:00:00,1.49,13.93,0.0,228.4,0.97,Connected
20020,2025-09-12T18:00:00,1.57,7.06,4.76,232.2,0.99,Connected
20021,2025-09-12T18:00:00,1.6,14.04,0.0,230.0,0.94,Connected
20022,2025-09-12T18:00:00,1.46,14.4,0.0,233.2,0.9,Connected
20023,2025-09-12T18:00:00,1.53,13.87,0.0,226.2,0.92,Connected
20024,2025-09-12T18:00:00,1.81,14.34,0.0,228.1,0.88,Connected
20025,2025-09-12T18:00:00,1.64,7.11,5.0,239.7,0.93,Connected
20026,2025-09-12T18:00:00,1.62,13.95,0.0,230.5,0.92,Connected
20027,2025-09-12T18:00:00,1.83,7.47,4.6,227.4,0.89,Connected
20028,2025-09-12T18:00:00,1.62,14.45,0.0,229.5,0.99,Connected
30029,2025-09-12T18:00:00,3.59,13.51,16.28,234.2,0.98,Connected
30030,2025-09-12T18:00:00,3.12,28.6,0.0,233.3,0.98,Connected
30031,2025-09-12T18:00:00,3.03,29.4,0.0,233.0,0.97,Connected
30032,2025-09-12T18:00:00,3.33,28.4,0.0,230.4,0.89,Connected
30033,2025-09-12T18:00:00,3.11,28.37,0.0,225.8,0.95,Connected
30034,2025-09-12T18:00:00,3.56,29.3,0.0,230.3,0.89,Connected
30035,2025-09-12T18:00:00,3.4,13.1,16.29,228.2,0.98,Connected
30036,2025-09-12T18:00:00,2.84,28.42,0.0,231.0,0.93,Connected
30037,2025-09-12T18:00:00,2.81,28.56,0.0,230.5,0.99,Connected
30038,2025-09-12T18:00:00,3.12,28.18,0.0,230.8,0.88,Connected
30039,2025-09-12T18:00:00,3.22,27.77,0.0,224.8,0.97,Connected
30040,2025-09-12T18:00:00,3.41,27.76,0.0,231.2,0.94,Connected
30041,2025-09-12T18:00:00,3.73,13.58,16.67,229.7,0.94,Connected
30042,2025-09-12T18:00:00,2.91,28.28,0.0,228.0,0.9,Connected
40043,2025-09-12T18:00:00,1.48,14.23,0.0,229.3,0.88,Connected
40044,2025-09-12T18:00:00,1.64,6.93,4.83,232.6,0.96,Connected
40045,2025-09-12T18:00:00,1.88,7.46,4.82,228.3,0.99,Connected
40046,2025-09-12T18:00:00,1.57,7.42,5.01,226.1,0.94,Connected
40047,2025-09-12T18:00:00,1.46,13.51,0.0,230.6,0.95,Connected
40048,2025-09-12T18:00:00,1.59,7.07,4.88,229.7,0.94,Connected
40049,2025-09-12T18:00:00,1.49,7.26,5.06,232.6,0.9,Connected
40050,2025-09-12T18:00:00,1.75,14.52,0.0,228.1,0.9,Connected
40051,2025-09-12T18:00:00,1.88,7.54,4.82,229.5,0.92,Connected
40052,2025-09-12T18:00:00,1.51,14.04,0.0,229.7,0.91,Connected
40053,2025-09-12T18:00:00,1.66,14.04,0.0,231.9,0.9,Connected
40054,2025-09-12T18:00:00,1.52,14.0,0.0,230.3,1.0,Connected
40055,2025-09-12T18:00:00,1.47,6.98,4.82,227.8,0.85,Connected
40056,2025-09-12T18:00:00,1.41,13.48,0.0,228.0,0.91,Connected
40057,2025-09-12T18:00:00,1.4,14.34,0.0,226.4,0.96,Connected
40058,2025-09-12T18:00:00,1.41,14.27,0.0,228.7,0.88,Connected
40059,2025-09-12T18:00:00,1.78,7.48,4.67,236.6,1.0,Connected
10000,2025-09-12T19:00:00,6.81,63.84,0.0,230.3,0.87,Connected
10001,2025-09-12T19:00:00,8.54,63.7,0.0,230.4,0.96,Connected
10002,2025-09-12T19:00:00,7.27,61.23,0.0,228.0,0.86,Connected
10003,2025-09-12T19:00:00,7.05,63.79,0.0,229.4,0.86,Connected
10004,2025-09-12T19:00:00,8.57,64.04,0.0,226.3,0.93,Connected
10005,2025-09-12T19:00:00,7.3,64.93,0.0,230.6,0.99,Connected
10006,2025-09-12T19:00:00,7.0,33.0,30.47,222.3,0.9,Connected
10007,2025-09-12T19:00:00,7.5,64.23,0.0,225.9,0.95,Connected
10008,2025-09-12T19:00:00,7.26,33.16,30.02,228.7,1.0,Connected
10009,2025-09-12T19:00:00,7.65,63.15,0.0,228.0,0.97,Connected
10010,2025-09-12T19:00:00,7.95,35.69,28.56,229.3,0.9,Connected
10011,2025-09-12T19:00:00,7.69,65.41,0.0,224.0,0.92,Connected
20012,2025-09-12T19:00:00,1.94,15.82,0.0,230.1,0.88,Connected
20013,2025-09-12T19:00:00,1.91,16.15,0.0,228.1,0.88,Connected
20014,2025-09-12T19:00:00,1.73,15.91,0.0,224.3,0.89,Connected
20015,2025-09-12T19:00:00,1.75,16.37,0.0,231.9,0.96,Connected
20016,2025-09-12T19:00:00,2.15,16.54,0.0,231.7,0.92,Connected
20017,2025-09-12T19:00:00,1.78,15.81,0.0,232.5,0.87,Connected
20018,2025-09-12T19:00:00,2.04,9.15,4.99,223.1,0.94,Connected
20019,2025-09-12T19:00:00,1.82,15.75,0.0,237.4,0.89,Connected
20020,2025-09-12T19:00:00,1.88,8.95,4.76,223.9,0.86,Connected
20021,2025-09-12T19:00:00,2.13,16.17,0.0,228.7,0.9,Connected
20022,2025-09-12T19:00:00,2.12,16.51,0.0,229.6,0.97,Connected
20023,2025-09-12T19:00:00,1.9,15.77,0.0,232.1,0.85,Connected
20024,2025-09-12T19:00:00,1.87,16.21,0.0,230.6,0.99,Connected
20025,2025-09-12T19:00:00,1.79,8.9,5.0,232.2,0.9,Connected
20026,2025-09-12T19:00:00,1.81,15.77,0.0,223.4,0.85,Connected
20027,2025-09-12T19:00:00,1.93,9.4,4.6,235.9,0.94,Connected
20028,2025-09-12T19:00:00,2.03,16.48,0.0,228.2,0.99,Connected
30029,2025-09-12T19:00:00,4.03,17.54,16.28,230.9,0.99,Connected
30030,2025-09-12T19:00:00,4.09,32.69,0.0,230.6,0.99,Connected
30031,2025-09-12T19:00:00,3.82,33.22,0.0,226.8,1.0,Connected
30032,2025-09-12T19:00:00,4.23,32.63,0.0,225.9,0.92,Connected
30033,2025-09-12T19:00:00,4.07,32.44,0.0,232.9,0.96,Connected
30034,2025-09-12T19:00:00,3.47,32.77,0.0,226.4,0.96,Connected
30035,2025-09-12T19:00:00,3.86,16.96,16.29,224.9,0.85,Connected
30036,2025-09-12T19:00:00,3.97,32.39,0.0,230.1,0.9,Connected
30037,2025-09-12T19:00:00,4.13,32.68,0.0,234.8,0.98,Connected
30038,2025-09-12T19:00:00,3.98,32.16,0.0,225.9,0.87,Connected
30039,2025-09-12T19:00:00,4.24,32.02,0.0,229.0,1.0,Connected
30040,2025-09-12T19:00:00,3.45,31.2,0.0,228.4,0.9,Connected
30041,2025-09-12T19:00:00,4.29,17.87,16.67,228.4,0.85,Connected
30042,2025-09-12T19:00:00,4.04,32.32,0.0,229.4,0.9,Connected
40043,2025-09-12T19:00:00,1.73,15.96,0.0,228.1,0.88,Connected
40044,2025-09-12T19:00:00,1.71,8.65,4.83,229.8,0.88,Connected
40045,2025-09-12T19:00:00,1.85,9.31,4.82,232.0,0.9,Connected
40046,2025-09-12T19:00:00,1.72,9.14,5.01,228.9,0.89,Connected
40047,2025-09-12T19:00:00,2.04,15.54,0.0,230.8,0.87,Connected
40048,2025-09-12T19:00:00,1.69,8.76,4.88,226.1,0.96,Connected
40049,2025-09-12T19:00:00,1.73,8.98,5.06,221.4,0.87,Connected
40050,2025-09-12T19:00:00,1.66,16.18,0.0,230.5,0.98,Connected
40051,2025-09-12T19:00:00,1.85,9.39,4.82,224.0,0.9,Connected
40052,2025-09-12T19:00:00,1.89,15.93,0.0,229.0,0.98,Connected
40053,2025-09-12T19:00:00,1.77,15.81,0.0,226.4,0.91,Connected
40054,2025-09-12T19:00:00,2.14,16.14,0.0,233.4,0.91,Connected
40055,2025-09-12T19:00:00,1.67,8.65,4.82,231.0,0.95,Connected
40056,2025-09-12T19:00:00,1.77,15.26,0.0,229.5,1.0,Connected
40057,2025-09-12T19:00:00,2.13,16.47,0.0,231.3,0.95,Connected
40058,2025-09-12T19:00:00,1.95,16.22,0.0,226.4,0.93,Connected
40059,2025-09-12T19:00:00,1.72,9.2,4.67,228.9,0.94,Connected
10000,2025-09-12T20:00:00,7.8,71.64,0.0,234.0,0.88,Connected
10001,2025-09-12T20:00:00,6.13,69.84,0.0,227.4,0.98,Connected
10002,2025-09-12T20:00:00,6.57,67.8,0.0,226.7,0.92,Connected
10003,2025-09-12T20:00:00,7.17,70.96,0.0,236.6,0.91,Connected
10004,2025-09-12T20:00:00,7.55,71.6,0.0,230.6,0.93,Connected
10005,2025-09-12T20:00:00,6.48,71.42,0.0,232.2,0.92,Connected
10006,2025-09-12T20:00:00,7.01,40.01,30.47,224.0,0.99,Connected
10007,2025-09-12T20:00:00,5.85,70.08,0.0,232.7,0.97,Connected
10008,2025-09-12T20:00:00,7.26,40.42,30.02,229.3,0.88,Connected
10009,2025-09-12T20:00:00,7.43,70.58,0.0,224.9,0.89,Connected
10010,2025-09-12T20:00:00,6.19,41.87,28.56,230.5,0.87,Connected
10011,2025-09-12T20:00:00,7.07,72.47,0.0,234.9,0.94,Connected
20012,2025-09-12T20:00:00,1.48,17.31,0.0,229.3,0.99,Connected
20013,2025-09-12T20:00:00,1.55,17.7,0.0,231.6,0.92,Connected
20014,2025-09-12T20:00:00,1.79,17.7,0.0,225.7,0.88,Connected
20015,2025-09-12T20:00:00,1.55,17.93,0.0,230.5,0.93,Connected
20016,2025-09-12T20:00:00,1.93,18.47,0.0,229.9,0.95,Connected
20017,2025-09-12T20:00:00,1.86,17.66,0.0,230.5,0.92,Connected
20018,2025-09-12T20:00:00,1.82,10.97,4.99,235.7,0.89,Connected
20019,2025-09-12T20:00:00,1.58,17.33,0.0,227.5,0.94,Connected
20020,2025-09-12T20:00:00,1.71,10.65,4.76,228.5,0.94,Connected
20021,2025-09-12T20:00:00,1.65,17.82,0.0,231.6,0.87,Connected
20022,2025-09-12T20:00:00,1.79,18.31,0.0,223.7,0.99,Connected
20023,2025-09-12T20:00:00,1.78,17.55,0.0,228.0,0.99,Connected
20024,2025-09-12T20:00:00,1.74,17.95,0.0,230.8,0.9,Connected
20025,2025-09-12T20:00:00,1.61,10.51,5.0,233.0,0.88,Connected
20026,2025-09-12T20:00:00,1.76,17.52,0.0,224.2,0.96,Connected
20027,2025-09-12T20:00:00,1.94,11.34,4.6,232.5,0.87,Connected
20028,2025-09-12T20:00:00,1.95,18.43,0.0,231.7,0.85,Connected
30029,2025-09-12T20:00:00,3.92,21.47,16.28,230.9,0.98,Connected
30030,2025-09-12T20:00:00,2.94,35.64,0.0,235.5,0.9,Connected
30031,2025-09-12T20:00:00,3.31,36.53,0.0,234.4,0.91,Connected
30032,2025-09-12T20:00:00,3.91,36.54,0.0,233.4,0.96,Connected
30033,2025-09-12T20:00:00,3.59,36.03,0.0,231.4,0.89,Connected
30034,2025-09-12T20:00:00,3.18,35.95,0.0,223.1,0.94,Connected
30035,2025-09-12T20:00:00,3.34,20.3,16.29,227.3,0.96,Connected
30036,2025-09-12T20:00:00,3.43,35.83,0.0,227.3,0.89,Connected
30037,2025-09-12T20:00:00,3.02,35.7,0.0,226.6,0.91,Connected
30038,2025-09-12T20:00:00,3.53,35.7,0.0,228.2,0.91,Connected
30039,2025-09-12T20:00:00,3.65,35.66,0.0,231.5,0.94,Connected
30040,2025-09-12T20:00:00,3.32,34.52,0.0,229.0,0.99,Connected
30041,2025-09-12T20:00:00,3.83,21.7,16.67,234.8,0.97,Connected
30042,2025-09-12T20:00:00,3.6,35.93,0.0,230.1,0.97,Connected
40043,2025-09-12T20:00:00,1.57,17.53,0.0,235.3,0.91,Connected
40044,2025-09-12T20:00:00,1.9,10.54,4.83,228.7,0.93,Connected
40045,2025-09-12T20:00:00,1.71,11.01,4.82,225.7,0.88,Connected
40046,2025-09-12T20:00:00,1.87,11.01,5.01,225.5,0.88,Connected
40047,2025-09-12T20:00:00,1.5,17.04,0.0,230.1,0.95,Connected
40048,2025-09-12T20:00:00,1.61,10.37,4.88,231.3,0.89,Connected
40049,2025-09-12T20:00:00,1.6,10.58,5.06,233.5,0.89,Connected
40050,2025-09-12T20:00:00,1.92,18.1,0.0,229.6,0.87,Connected
40051,2025-09-12T20:00:00,1.82,11.21,4.82,228.3,0.95,Connected
40052,2025-09-12T20:00:00,1.62,17.55,0.0,230.7,0.96,Connected
40053,2025-09-12T20:00:00,1.81,17.62,0.0,229.1,0.9,Connected
40054,2025-09-12T20:00:00,1.95,18.08,0.0,225.4,0.94,Connected
40055,2025-09-12T20:00:00,1.97,10.63,4.82,228.3,0.95,Connected
40056,2025-09-12T20:00:00,1.53,16.79,0.0,226.3,0.95,Connected
40057,2025-09-12T20:00:00,1.6,18.07,0.0,230.3,0.88,Connected
40058,2025-09-12T20:00:00,1.77,17.98,0.0,230.3,0.92,Connected
40059,2025-09-12T20:00:00,1.56,10.76,4.67,227.7,0.9,Connected
10000,2025-09-12T21:00:00,6.13,77.77,0.0,233.3,0.86,Connected
10001,2025-09-12T21:00:00,4.76,74.59,0.0,232.6,0.98,Connected
10002,2025-09-12T21:00:00,5.17,72.97,0.0,234.0,0.86,Connected
10003,2025-09-12T21:00:00,5.45,76.41,0.0,232.8,0.89,Connected
10004,2025-09-12T21:00:00,5.74,77.34,0.0,237.1,0.98,Connected
10005,2025-09-12T21:00:00,6.09,77.5,0.0,233.1,0.9,Connected
10006,2025-09-12T21:00:00,5.29,45.3,30.47,234.6,0.87,Connected
10007,2025-09-12T21:00:00,5.9,75.98,0.0,227.4,0.92,Connected
10008,2025-09-12T21:00:00,6.0,46.42,30.02,224.5,0.94,Connected
10009,2025-09-12T21:00:00,5.96,76.54,0.0,232.8,0.87,Connected
10010,2025-09-12T21:00:00,5.54,47.41,28.56,228.3,0.85,Connected
10011,2025-09-12T21:00:00,6.21,78.68,0.0,232.4,0.91,Connected
20012,2025-09-12T21:00:00,1.32,18.62,0.0,229.3,0.88,Connected
20013,2025-09-12T21:00:00,1.31,19.01,0.0,229.5,0.95,Connected
20014,2025-09-12T21:00:00,1.19,18.89,0.0,235.0,0.95,Connected
20015,2025-09-12T21:00:00,1.24,19.17,0.0,226.9,0.87,Connected
20016,2025-09-12T21:00:00,1.44,19.92,0.0,226.0,0.86,Connected
20017,2025-09-12T21:00:00,1.26,18.92,0.0,231.0,0.91,Connected
20018,2025-09-12T21:00:00,1.55,12.53,4.99,227.4,0.98,Connected
20019,2025-09-12T21:00:00,1.21,18.54,0.0,232.8,0.88,Connected
20020,2025-09-12T21:00:00,1.16,11.82,4.76,236.8,0.98,Connected
20021,2025-09-12T21:00:00,1.29,19.11,0.0,232.9,0.9,Connected
20022,2025-09-12T21:00:00,1.18,19.49,0.0,227.0,0.96,Connected
20023,2025-09-12T21:00:00,1.57,19.13,0.0,231.4,0.99,Connected
20024,2025-09-12T21:00:00,1.54,19.48,0.0,228.1,0.93,Connected
20025,2025-09-12T21:00:00,1.54,12.05,5.0,228.6,0.97,Connected
20026,2025-09-12T21:00:00,1.43,18.95,0.0,226.3,0.87,Connected
20027,2025-09-12T21:00:00,1.21,12.55,4.6,225.3,0.91,Connected
20028,2025-09-12T21:00:00,1.31,19.74,0.0,226.5,0.87,Connected
30029,2025-09-12T21:00:00,2.39,23.85,16.28,232.3,0.96,Connected
30030,2025-09-12T21:00:00,2.72,38.36,0.0,236.1,0.99,Connected
30031,2025-09-12T21:00:00,2.7,39.23,0.0,230.1,0.92,Connected
30032,2025-09-12T21:00:00,2.39,38.93,0.0,227.5,0.88,Connected
30033,2025-09-12T21:00:00,2.61,38.64,0.0,233.2,0.87,Connected
30034,2025-09-12T21:00:00,2.68,38.63,0.0,233.0,0.88,Connected
30035,2025-09-12T21:00:00,2.59,22.88,16.29,233.1,0.96,Connected
30036,2025-09-12T21:00:00,2.33,38.15,0.0,227.0,0.9,Connected
30037,2025-09-12T21:00:00,3.03,38.73,0.0,235.1,0.99,Connected
30038,2025-09-12T21:00:00,2.68,38.37,0.0,228.5,0.89,Connected
30039,2025-09-12T21:00:00,2.98,38.64,0.0,230.2,0.97,Connected
30040,2025-09-12T21:00:00,2.95,37.48,0.0,225.5,0.9,Connected
30041,2025-09-12T21:00:00,2.75,24.46,16.67,232.1,0.98,Connected
30042,2025-09-12T21:00:00,3.07,38.99,0.0,228.0,0.87,Connected
40043,2025-09-12T21:00:00,1.29,18.82,0.0,231.8,0.87,Connected
40044,2025-09-12T21:00:00,1.55,12.1,4.83,230.7,0.89,Connected
40045,2025-09-12T21:00:00,1.3,12.31,4.82,226.4,0.94,Connected
40046,2025-09-12T21:00:00,1.42,12.43,5.01,230.3,0.88,Connected
40047,2025-09-12T21:00:00,1.4,18.44,0.0,227.2,0.98,Connected
40048,2025-09-12T21:00:00,1.35,11.72,4.88,223.8,0.94,Connected
40049,2025-09-12T21:00:00,1.32,11.9,5.06,230.2,0.87,Connected
40050,2025-09-12T21:00:00,1.48,19.58,0.0,229.2,0.91,Connected
40051,2025-09-12T21:00:00,1.44,12.65,4.82,229.1,0.96,Connected
40052,2025-09-12T21:00:00,1.46,19.0,0.0,231.9,0.99,Connected
40053,2025-09-12T21:00:00,1.43,19.05,0.0,230.6,0.99,Connected
40054,2025-09-12T21:00:00,1.35,19.43,0.0,226.8,0.87,Connected
40055,2025-09-12T21:00:00,1.38,12.0,4.82,231.5,0.96,Connected
40056,2025-09-12T21:00:00,1.26,18.05,0.0,229.9,0.96,Connected
40057,2025-09-12T21:00:00,1.32,19.39,0.0,231.8,1.0,Connected
40058,2025-09-12T21:00:00,1.31,19.29,0.0,230.5,0.89,Connected
40059,2025-09-12T21:00:00,1.34,12.09,4.67,232.8,0.92,Connected
10000,2025-09-12T22:00:00,3.51,81.28,0.0,226.7,0.99,Connected
10001,2025-09-12T22:00:00,4.15,78.74,0.0,227.4,0.9,Connected
10002,2025-09-12T22:00:00,3.35,76.32,0.0,230.7,0.89,Connected
10003,2025-09-12T22:00:00,3.19,79.6,0.0,228.4,0.96,Connected
10004,2025-09-12T22:00:00,3.37,80.71,0.0,236.5,0.88,Connected
10005,2025-09-12T22:00:00,3.74,81.24,0.0,227.7,0.86,Connected
10006,2025-09-12T22:00:00,3.48,48.79,30.47,229.5,0.92,Connected
10007,2025-09-12T22:00:00,3.26,79.25,0.0,231.1,0.96,Connected
10008,2025-09-12T22:00:00,4.03,50.45,30.02,236.2,0.92,Connected
10009,2025-09-12T22:00:00,3.83,80.37,0.0,226.6,0.91,Connected
10010,2025-09-12T22:00:00,3.4,50.81,28.56,231.0,0.95,Connected
10011,2025-09-12T22:00:00,4.21,82.89,0.0,231.3,0.89,Connected
20012,2025-09-12T22:00:00,0.82,19.44,0.0,235.1,0.9,Connected
20013,2025-09-12T22:00:00,0.85,19.86,0.0,234.0,0.96,Connected
20014,2025-09-12T22:00:00,1.06,19.95,0.0,237.9,0.91,Connected
20015,2025-09-12T22:00:00,0.93,20.1,0.0,231.2,0.89,Connected
20016,2025-09-12T22:00:00,0.94,20.85,0.0,223.2,0.95,Connected
20017,2025-09-12T22:00:00,0.82,19.75,0.0,228.0,0.89,Connected
20018,2025-09-12T22:00:00,0.93,13.46,4.99,229.5,0.88,Connected
20019,2025-09-12T22:00:00,0.9,19.44,0.0,237.4,0.9,Connected
20020,2025-09-12T22:00:00,0.93,12.75,4.76,230.9,0.98,Connected
20021,2025-09-12T22:00:00,0.9,20.02,0.0,226.9,0.99,Connected
20022,2025-09-12T22:00:00,0.85,20.35,0.0,223.3,0.88,Connected
20023,2025-09-12T22:00:00,0.88,20.0,0.0,227.8,0.97,Connected
20024,2025-09-12T22:00:00,1.06,20.54,0.0,232.4,0.85,Connected
20025,2025-09-12T22:00:00,0.95,13.0,5.0,227.6,0.89,Connected
20026,2025-09-12T22:00:00,0.91,19.86,0.0,227.5,0.96,Connected
20027,2025-09-12T22:00:00,0.83,13.38,4.6,229.5,0.99,Connected
20028,2025-09-12T22:00:00,0.83,20.57,0.0,229.4,0.97,Connected
30029,2025-09-12T22:00:00,1.89,25.75,16.28,226.4,0.96,Connected
30030,2025-09-12T22:00:00,1.67,40.03,0.0,233.1,0.87,Connected
30031,2025-09-12T22:00:00,1.77,41.01,0.0,232.6,0.9,Connected
30032,2025-09-12T22:00:00,1.74,40.67,0.0,228.2,0.88,Connected
30033,2025-09-12T22:00:00,1.99,40.63,0.0,232.1,0.87,Connected
30034,2025-09-12T22:00:00,1.95,40.58,0.0,236.4,0.96,Connected
30035,2025-09-12T22:00:00,1.62,24.5,16.29,230.9,0.86,Connected
30036,2025-09-12T22:00:00,1.61,39.76,0.0,226.4,0.95,Connected
30037,2025-09-12T22:00:00,1.83,40.57,0.0,227.1,0.92,Connected
30038,2025-09-12T22:00:00,1.64,40.01,0.0,229.5,0.91,Connected
30039,2025-09-12T22:00:00,1.8,40.45,0.0,234.1,1.0,Connected
30040,2025-09-12T22:00:00,2.1,39.57,0.0,236.4,0.87,Connected
30041,2025-09-12T22:00:00,1.82,26.28,16.67,230.7,0.99,Connected
30042,2025-09-12T22:00:00,1.87,40.86,0.0,231.0,0.96,Connected
40043,2025-09-12T22:00:00,1.02,19.83,0.0,226.1,0.89,Connected
40044,2025-09-12T22:00:00,0.94,13.04,4.83,230.0,0.98,Connected
40045,2025-09-12T22:00:00,0.96,13.27,4.82,220.2,0.96,Connected
40046,2025-09-12T22:00:00,1.01,13.44,5.01,231.2,0.91,Connected
40047,2025-09-12T22:00:00,0.88,19.32,0.0,232.2,0.97,Connected
40048,2025-09-12T22:00:00,0.99,12.71,4.88,237.3,0.94,Connected
40049,2025-09-12T22:00:00,0.84,12.74,5.06,222.4,0.98,Connected
40050,2025-09-12T22:00:00,0.83,20.41,0.0,232.7,0.92,Connected
40051,2025-09-12T22:00:00,1.05,13.7,4.82,226.7,0.95,Connected
40052,2025-09-12T22:00:00,0.9,19.91,0.0,225.8,0.86,Connected
40053,2025-09-12T22:00:00,0.96,20.0,0.0,230.5,0.9,Connected
40054,2025-09-12T22:00:00,1.0,20.44,0.0,227.8,0.89,Connected
40055,2025-09-12T22:00:00,0.98,12.98,4.82,226.0,0.89,Connected
40056,2025-09-12T22:00:00,0.81,18.86,0.0,228.3,0.88,Connected
40057,2025-09-12T22:00:00,1.01,20.4,0.0,226.7,0.88,Connected
40058,2025-09-12T22:00:00,0.95,20.25,0.0,231.4,0.97,Connected
40059,2025-09-12T22:00:00,0.99,13.08,4.67,229.6,0.85,Connected
10000,2025-09-12T23:00:00,2.2,83.49,0.0,239.8,0.96,Connected
10001,2025-09-12T23:00:00,2.76,81.5,0.0,226.6,0.87,Connected
10002,2025-09-12T23:00:00,2.46,78.78,0.0,229.5,0.86,Connected
10003,2025-09-12T23:00:00,2.32,81.92,0.0,230.2,0.93,Connected
10004,2025-09-12T23:00:00,2.73,83.43,0.0,225.0,0.98,Connected
10005,2025-09-12T23:00:00,2.46,83.7,0.0,231.9,0.94,Connected
10006,2025-09-12T23:00:00,2.6,51.39,30.47,232.6,0.9,Connected
10007,2025-09-12T23:00:00,2.64,81.89,0.0,230.5,0.89,Connected
10008,2025-09-12T23:00:00,2.39,52.85,30.02,235.3,0.98,Connected
10009,2025-09-12T23:00:00,2.27,82.63,0.0,228.9,0.97,Connected
10010,2025-09-12T23:00:00,2.82,53.63,28.56,230.8,0.94,Connected
